,Rate,O4 Days to KN,O4 m1,O4 m2,O4 omega,O4 dist,O4 cos_theta,O4 phi,O4 mej_dyn,O4 mej_wind,O4 peak mag,O5 Days to KN,O5 m1,O5 m2,O5 omega,O5 dist,O5 cos_theta,O5 phi,O5 mej_dyn,O5 mej_wind,O5 peak mag
0,701.3872841193122,50.71348103642509,1.6542491423967305,1.8504439296620647,53.17643052950505,122.10942451276456 Mpc,0.5993529405733763,33.768471183916574,0.005643036182122088,0.00017638760017316563,21.269936321437694,50.71348103642509,1.6542491423967305,1.8504439296620647,53.17643052950505,122.10942451276456 Mpc,0.5993529405733763,33.768471183916574,0.005643036182122088,0.00017638760017316563,21.269936321437694
1,191.68133329481935,443.71565934065933,1.3416783499933846,2.056025159462449,12.256302123464057,201.33384858142074 Mpc,0.9772077625340777,30.17608781406222,0.0371991261616721,0.0004672195887582776,19.98229350396407,72.69917582417582,1.3692662802193132,1.1898378433830399,42.63561136759123,60.0409851205914 Mpc,0.735676242444768,29.413302590365895,0.002438419851632329,0.023084561466675115,18.399198687001387
2,277.9230640815338,65.7345971563981,1.3651760183919006,1.949315186689367,25.137379761687605,177.61846636540866 Mpc,0.9052918586467569,66.6632337764443,0.015677668714289737,0.007837801333515176,21.258286497969735,19.028436018957347,1.331695428767433,1.3996841560307063,42.976345417893036,210.65368628377976 Mpc,0.7316352025387133,67.0606027989791,0.0024989983593423177,0.04630992064448553,21.915150873114204
3,123.71365681184923,143.67021276595744,1.378331713480618,1.2142661946404822,31.218715008708365,128.28696410924795 Mpc,0.8551950069565056,23.16506344656458,0.0024465447318465826,0.017684571749846598,20.524530156899402,143.67021276595744,1.378331713480618,1.2142661946404822,31.218715008708365,128.28696410924795 Mpc,0.8551950069565056,23.16506344656458,0.0024465447318465826,0.017684571749846598,20.524530156899402
4,298.79470580045734,12.874779541446207,1.3385539060479226,1.8142769924723872,87.75585964626231,124.25783008805512 Mpc,0.03915762428021097,22.889968257402685,0.008669245139363548,0.02520243599491346,21.0028608814746,218.87125220458552,1.323140161933956,1.6638168610839628,53.06175707185197,108.42768853286522 Mpc,0.6009538530697893,33.73995124968066,0.004861213467467038,0.060094405241600424,19.610026773116715
5,220.09661331413662,242.3145933014354,1.3454612809874906,1.8942895559876216,57.07735437494013,48.8373768050477 Mpc,0.5435062594744693,66.52646313950409,0.01262236242206451,0.023152663195625117,18.83994316659247,181.19019138755982,1.3248678153135467,1.5764318908410249,37.34200663679316,292.01245054622524 Mpc,0.7950289842130941,72.68662565056792,0.0036600559492164547,0.02747378971071855,22.706995669193894
6,391.116146040994,41.784511784511785,1.416785960603974,1.7750019405868778,49.603810550734444,160.02172827212792 Mpc,0.6480692522630771,61.640471024437105,0.005956861783417485,0.025665050206794358,20.904317169031707,89.71380471380472,1.3559260534101467,1.9322466767694788,40.25895029059639,284.17608654787034 Mpc,0.7631315281257636,24.414995061129716,0.014850101792491448,0.007831019533086181,21.968591070366713
7,123.23707809008778,768.215811965812,1.3486506251318027,1.931909079482093,47.765156575813585,92.51476555595958 Mpc,0.6721709724180818,35.57857725983202,0.015330890126130335,0.013194098165428254,19.078174955241607,319.7649572649572,1.3546852448074054,1.800620842999765,49.72806941507528,286.07576270703265 Mpc,0.6464160678629327,48.688523833494706,0.007726349699565317,0.04139565443816888,21.540020800206356
8,162.4266350156004,280.99675850891407,1.3157957672043037,1.851683213639826,58.96136646663492,94.02790412486085 Mpc,0.5156159305729956,35.781651546223785,0.01141789375605555,0.01902575004750259,19.297695898928442,5.915721231766613,1.348347825470144,1.7532094046850695,40.14073266303428,257.9281764569617 Mpc,0.7644632878788586,23.017191625667817,0.006437964611385081,0.05178107249642056,20.63823781001429
9,321.3166638361806,2.9918032786885247,1.3253041015962845,1.699297067148468,43.6281359161347,47.455577680903524 Mpc,0.7238331265461833,47.55303508656908,0.005517666307344827,0.03740883339317004,17.831782063817077,26.926229508196723,1.5120981684354937,1.3451040315802503,59.3250273035274,236.37251862647827 Mpc,0.5101672781358005,36.06485322197683,0.0030572146411174794,0.053500322163338714,21.472343711875265
